"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","% Rostered","+/-","MIN","FG-","3PTM","FT-","PTS","OREB","DREB","AST","ST","BLK","TO","PF","TF","EJ","2DO","3D","+-"
"*05qt6*","Jordan Nwora","MIL","SF,F,Flx","258","HOU","23","@BOS<br/>Mon 7:30PM","2.00","1st","3231","146.86","24%","+14.3%","16.9","4.0","1.2","0.1","6.7","0.5","2.6","1.1","0.2","0.4","1.2","1.0","0.00","0.00","0.0","0.0","-2.1"
"*03927*","JaMychal Green","DEN","PF,F,Flx","257","DET","31","WAS<br/>Mon 9:00PM","3.00","2nd","3231","129.24","15%","+15.3%","14.0","3.0","0.5","0.2","5.4","0.9","2.4","0.8","0.8","0.5","1.0","2.2","0.12","0.04","0.0","0.0","-5.6"
"*01en7*","James Johnson","BKN","PF,F,Flx","263","FA","34","","1.50","1st","3067","170.39","12%","+12.4%","17.7","2.3","0.3","0.4","4.8","0.9","3.0","1.9","0.5","0.4","0.6","2.4","0.06","0.00","0.1","0.0","3.9"
"*049sa*","Hamidou Diallo","DET","SG,G,SF,F,Flx","265","CLE","23","","3.30","2nd","3059","161","24%","+14.2%","15.3","2.5","0.3","0.4","6.9","0.9","2.1","0.8","0.6","0.5","0.6","1.8","0.00","0.00","0.0","0.0","-1.8"
"*05qtf*","Xavier Tillman","MEM","PF,F,C,Flx","262","OKC","22","PHI<br/>Mon 8:00PM","1.70","2nd","3052","152.6","27%","+7.3%","14.0","2.5","0.3","0.6","4.9","1.4","1.9","1.4","1.1","0.5","0.7","1.3","0.00","0.00","0.0","0.0","-1.5"
"*04847*","Bryn Forbes","SA","PG,SG,G,Flx","264","WAS","28","","3.40","1st","2961","118.44","18%","+17.7%","14.0","3.2","1.2","0.1","7.2","0.1","1.1","0.7","0.4","0.0","0.9","0.8","0.00","0.00","0.0","0.0","-1.4"
"*05uir*","Trey Murphy","NO","SG,G,SF,F,Flx","267","PHX","21","","2.50","4th","2945","109.07","37%","+6.9%","13.4","2.6","1.1","0.0","4.5","0.7","1.6","0.5","0.3","0.1","0.4","1.2","0.00","0.00","0.0","0.0","-1.9"
"*057a2*","Kelan Martin","IND","SF,PF,F,Flx","266","FA","26","GS<br/>Mon 7:00PM","1.50","1st","2927","139.38","9%","+8.6%","16.6","3.8","0.9","0.2","6.9","0.7","1.2","1.0","0.5","0.4","0.6","1.3","0.05","0.00","0.0","0.0","-0.6"
"*05ujk*","Dalano Banton","TOR","PG,SG,G,SF,PF,F,Flx","268","FA","22","SAC<br/>Mon 7:00PM","1.50","1st","2898","111.46","22%","+21.5%","12.2","2.0","0.2","0.2","4.2","0.7","1.7","1.6","0.4","0.2","1.0","1.4","0.00","0.00","0.0","0.0","-0.7"
"*04ik2*","PJ Dozier","DEN","PG,SG,G,Flx","269","WAS","25","WAS<br/>Mon 9:00PM","2.80","3rd","2888","160.44","12%","+12.4%","18.4","3.5","0.8","0.2","5.4","0.8","2.7","1.6","0.6","0.3","0.7","1.8","0.00","0.00","0.0","0.0","-5.1"
"*051ou*","Romeo Langford","BOS","SG,G,Flx","270","FA","22","MIL<br/>Mon 7:30PM","1.50","1st","2872","136.76","15%","+15%","17.8","2.5","0.7","0.2","4.9","1.0","2.2","0.5","0.4","0.1","0.5","1.3","0.00","0.00","0.0","0.0","-1.1"
"*027om*","Tristan Thompson","SAC","C,Flx","271","BOS","30","@TOR<br/>Mon 7:00PM","4.00","1st","2858","150.42","24%","+13.9%","13.8","2.2","0.0","0.9","5.9","2.7","2.9","0.6","0.3","0.4","0.9","1.7","0.05","0.00","0.1","0.0","-3.2"
"*05qtc*","Kira Lewis","NO","PG,G,Flx","272","LAL","20","","4.00","2nd","2836","118.17","29%","+8.6%","13.7","3.6","0.5","0.1","5.9","0.4","1.3","2.0","0.5","0.0","1.1","0.7","0.00","0.00","0.0","0.0","-4.5"
"*05uj0*","Nah'Shon Hyland","DEN","PG,SG,G,Flx","273","DEN","21","WAS<br/>Mon 9:00PM","1.50","2nd","2818","156.56","43%","+22.9%","15.6","4.6","1.7","0.1","8.3","0.2","1.5","1.7","0.8","0.2","0.8","1.8","0.11","0.00","0.0","0.0","-1.4"
"*031ls*","Alex Len","SAC","C,Flx","274","CHA","28","@TOR<br/>Mon 7:00PM","1.50","1st","2795","147.11","11%","+11.1%","16.1","2.1","0.3","0.5","5.8","0.9","3.1","1.0","0.3","1.1","1.1","3.0","0.00","0.00","0.0","0.0","-2.6"
"*0529c*","Dean Wade","CLE","PF,F,C,Flx","275","FA","25","MIA<br/>Mon 7:00PM","1.50","1st","2723","143.32","10%","+10%","19.2","2.4","0.9","0.1","4.5","0.7","2.3","1.1","0.6","0.1","0.3","1.7","0.00","0.00","0.0","0.0","-1.5"
"*0015a*","Rudy Gay","UTA","SF,F,Flx","276","OKC","35","","3.90","1st","2722","226.83","33%","+22.8%","18.6","4.0","2.1","0.3","9.8","0.8","4.3","1.0","0.3","0.2","0.9","1.7","0.00","0.00","0.0","0.0","6.9"
"*0018m*","Andre Iguodala","GS","SF,PF,F,Flx","277","DEN","37","@IND<br/>Mon 7:00PM","1.60","1st","2704","208","13%","+13.4%","19.5","2.2","0.4","0.2","3.6","0.7","2.8","3.5","0.7","0.8","0.7","0.9","0.00","0.00","0.0","0.0","7.3"
"*031m0*","Kelly Olynyk","DET","PF,F,C,Flx","278","HOU","30","","6.00","2nd","2693","269.3","77%","+6.8%","22.4","5.3","1.4","1.4","12.5","1.3","4.0","2.3","1.4","0.7","1.5","2.7","0.00","0.00","0.1","0.0","-3.7"
"*05qtq*","Tre Jones","SA","PG,G,Flx","292","FA","21","","1.50","1st","2622","109.25","14%","+13.6%","10.7","1.8","0.0","0.0","4.1","0.3","1.3","1.8","0.4","0.0","0.6","0.8","0.00","0.00","0.0","0.0","1.4"
"*04qrm*","Collin Sexton","CLE","PG,SG,G,Flx","280","HOU","22","MIA<br/>Mon 7:00PM","16.50","3rd","2620","238.18","64%","+13.8%","28.2","7.5","1.0","0.9","16.0","1.2","2.1","2.1","0.9","0.0","2.8","2.3","0.00","0.00","0.0","0.0","-2.7"
"*01eny*","Wayne Ellington","LAL","SG,G,SF,F,Flx","279","FA","34","","1.50","1st","2620","137.89","14%","+13.6%","19.5","3.4","2.1","0.0","6.7","0.2","1.2","0.6","0.4","0.1","0.4","1.0","0.00","0.00","0.0","0.0","-0.4"
"*04qs2*","Moritz Wagner","ORL","PF,F,C,Flx","281","DEN","24","","1.50","1st","2617","104.68","15%","+15.2%","11.0","2.5","1.0","0.4","5.8","0.5","1.9","0.8","0.2","0.2","0.8","1.8","0.08","0.00","0.0","0.0","-2.0"
"*027oy*","Marcus Morris","LAC","PF,F,C,Flx","282","BKL","32","PHO<br/>Mon 10:30PM","5.00","4th","2616","237.82","58%","+18%","28.5","6.6","2.0","0.3","11.9","0.4","3.5","2.1","0.6","0.4","1.4","2.5","0.09","0.00","0.0","0.0","-3.0"
"*04ews*","Tony Bradley","CHI","C,Flx","283","LAC","23","","2.70","3rd","2608","124.19","11%","+1.3%","12.1","1.3","0.0","0.1","3.5","1.5","3.0","0.5","0.0","0.6","0.7","1.3","0.00","0.00","0.0","0.0","3.2"
"*049s5*","Dennis Smith","POR","PG,G,Flx","284","FA","24","","1.50","1st","2595","173","42%","+22%","17.7","3.1","0.3","0.5","6.1","0.4","2.0","3.3","1.4","0.4","1.8","1.5","0.20","0.00","0.0","0.0","-4.1"
"*049ki*","Marvin Bagley","SAC","PF,F,C,Flx","285","IND","22","@TOR<br/>Mon 7:00PM","5.50","3rd","2547","212.25","61%","+1.4%","18.5","3.2","0.6","0.6","7.8","2.1","4.3","0.7","0.2","0.3","0.6","1.1","0.00","0.00","0.2","0.0","0.3"
"*051p4*","Ty Jerome","OKC","PG,SG,G,Flx","288","OKC","24","","1.70","4th","2542","121.05","13%","+3.2%","13.0","3.4","1.0","0.2","6.7","0.3","0.8","1.1","0.7","0.1","0.6","1.2","0.00","0.00","0.0","0.0","-0.9"
"*031lt*","Nerlens Noel","NY","PF,F,C,Flx","286","CHA","27","","4.30","1st","2537","195.15","63%","+22.8%","22.8","1.4","0.0","0.2","3.8","2.3","3.6","0.8","1.1","1.2","1.0","2.6","0.08","0.00","0.0","0.0","-0.9"
"*042n8*","Taurean Prince","MIN","SF,PF,F,Flx","287","ORL","27","","6.60","1st","2519","104.96","14%","+4.2%","15.0","2.7","0.9","0.2","4.6","0.5","1.6","0.8","0.4","0.2","0.5","1.5","0.04","0.04","0.0","0.0","-4.7"
"*04qso*","Keita Bates-Diop","SA","SF,F,Flx","289","FA","25","","1.50","1st","2458","129.37","8%","+7.9%","14.3","1.9","0.2","0.3","3.9","0.9","2.7","0.4","0.5","0.3","0.7","0.8","0.00","0.00","0.0","0.0","3.5"
"*0018n*","Lou Williams","ATL","PG,SG,G,Flx","290","CLE","35","HOU<br/>Mon 7:30PM","4.20","2nd","2450","116.67","15%","+14.7%","13.0","3.8","0.6","0.2","6.2","0.3","1.3","1.2","0.6","0.1","0.9","1.0","0.05","0.00","0.0","0.0","-0.0"
"*04qrr*","Michael Porter","DEN","SF,PF,F,Flx","291","MIN","23","WAS<br/>Mon 9:00PM","18.20","3rd","2435","270.56","73%","+3.1%","29.0","7.3","1.1","0.4","9.9","1.0","5.6","1.9","1.1","0.2","1.3","1.8","0.00","0.00","0.1","0.0","6.4"
"*02nfw*","Tomas Satoransky","NO","PG,SG,G,Flx","298","IND","30","","3.60","3rd","2374","98.92","12%","+12.3%","14.5","2.0","0.1","0.2","2.7","0.5","1.5","2.0","0.3","0.0","0.8","1.2","0.00","0.00","0.0","0.0","-4.0"
"*001bo*","Paul Millsap","BKN","PF,F,Flx","293","HOU","36","","1.50","1st","2349","111.86","14%","+14.3%","10.7","2.3","0.3","0.2","3.4","1.2","2.5","1.0","0.2","0.3","0.5","2.1","0.00","0.00","0.0","0.0","0.2"
"*05uj1*","Cameron Thomas","BKN","SG,G,Flx","308","MEM","20","","3.10","4th","2319","115.95","32%","+12.1%","13.2","3.3","0.5","0.2","5.5","0.2","1.6","0.8","0.4","0.1","0.2","0.5","0.00","0.00","0.0","0.0","-1.6"
"*051oo*","Jaxson Hayes","NO","C,Flx","294","LAL","21","","1.50","4th","2316","115.8","25%","+15.2%","11.3","1.9","0.2","0.5","5.6","1.3","1.9","0.3","0.3","0.6","0.7","1.6","0.05","0.00","0.0","0.0","-2.5"
"*027p2*","Enes Kanter","BOS","C,Flx","295","IND","29","MIL<br/>Mon 7:30PM","3.10","2nd","2308","144.25","32%","+21.8%","11.3","1.9","0.1","0.2","4.4","2.1","3.4","0.2","0.2","0.6","0.6","1.1","0.00","0.00","0.1","0.0","3.9"
"*005kh*","D.J. Augustin","HOU","PG,G,Flx","296","BOS","34","@ATL<br/>Mon 7:30PM","3.90","1st","2296","104.36","7%","+7%","13.3","1.9","0.9","0.1","4.3","0.1","0.9","2.5","0.2","0.0","1.3","0.6","0.00","0.00","0.0","0.0","-2.0"
"*03nwo*","Frank Kaminsky","PHO","C,Flx","297","PHI","28","@LAC<br/>Mon 10:30PM","2.70","3rd","2284","253.78","18%","+7.6%","19.6","3.3","0.6","0.2","10.6","1.2","3.3","1.4","0.9","0.8","0.6","1.6","0.00","0.00","0.0","0.0","4.3"
"*05uip*","Corey Kispert","WAS","SF,F,Flx","299","ORL","22","@DEN<br/>Mon 9:00PM","2.70","4th","2280","95","28%","+27.9%","12.0","2.0","0.5","0.1","3.8","0.4","1.4","0.5","0.2","0.1","0.4","0.5","0.04","0.00","0.0","0.0","2.0"
"*04ex9*","Sterling Brown","DAL","SG,G,SF,F,Flx","300","PHX","26","CHA<br/>Mon 8:30PM","2.70","3rd","2248","112.4","8%","+7.7%","12.3","2.0","0.6","0.0","3.0","0.7","2.5","0.8","0.5","0.1","0.7","1.2","0.00","0.00","0.0","0.0","0.3"
"*03apy*","Rodney Hood","MIL","SG,G,SF,F,Flx","301","IND","29","@BOS<br/>Mon 7:30PM","3.00","2nd","2237","106.52","7%","+7.2%","14.5","2.1","0.6","0.0","3.5","0.4","1.6","0.8","0.3","0.0","0.1","0.9","0.00","0.00","0.0","0.0","-1.3"
"*04qs9*","Jevon Carter","BKN","PG,G,Flx","302","FA","26","","1.50","1st","2203","81.59","6%","+6.5%","11.3","2.0","0.7","0.0","2.3","0.1","1.3","1.1","0.3","0.3","0.4","1.1","0.00","0.00","0.0","0.0","-0.4"
"*05uis*","Tre Mann","OKC","PG,SG,G,Flx","307","HOU","20","","2.40","4th","2195","121.94","30%","+20.1%","15.5","3.9","1.0","0.3","7.3","0.4","1.4","0.3","0.6","0.3","0.7","1.4","0.00","0.00","0.0","0.0","-3.7"
"*02qe4*","Kent Bazemore","LAL","SG,G,SF,F,Flx","303","OKC","32","","1.50","4th","2195","115.53","14%","+13.8%","18.2","2.9","0.7","0.2","4.2","0.3","1.6","0.8","0.8","0.3","0.4","2.2","0.11","0.00","0.0","0.0","-3.5"
"*04416*","Frank Ntilikina","DAL","PG,G,Flx","304","MIL","23","CHA<br/>Mon 8:30PM","3.00","2nd","2158","119.89","10%","+9.9%","12.9","2.9","0.8","0.0","4.6","0.2","1.6","1.3","0.7","0.2","0.6","1.1","0.00","0.00","0.0","0.0","2.3"
"*03e7e*","Thanasis Antetokounmpo","MIL","SF,F,Flx","305","MEM","29","@BOS<br/>Mon 7:30PM","1.60","1st","2147","107.35","8%","+7.6%","12.3","1.6","0.0","0.3","3.5","1.1","2.1","0.8","0.5","0.2","0.7","1.8","0.05","0.00","0.0","0.0","-3.3"
"*02nff*","Maurice Harkless","SAC","SG,G,SF,F,Flx","306","HOU","28","@TOR<br/>Mon 7:00PM","3.40","1st","2102","116.78","8%","+8.1%","18.2","2.3","0.5","0.2","3.7","0.2","2.3","0.5","0.4","0.4","0.4","1.6","0.06","0.00","0.0","0.0","-0.8"
"*0201u*","Ish Smith","CHA","PG,G,SF,F,Flx","309","LAL","33","@DAL<br/>Mon 8:30PM","3.90","1st","2013","111.83","17%","-2.8%","13.2","3.1","0.2","0.3","4.8","0.1","1.2","2.4","0.4","0.2","0.9","0.7","0.00","0.00","0.0","0.0","-3.2"
"*031m8*","Gorgui Dieng","ATL","PF,F,C,Flx","310","BOS","31","HOU<br/>Mon 7:30PM","3.40","1st","2005","95.48","10%","+9.7%","8.0","1.2","0.3","0.2","2.6","1.0","2.4","0.7","0.2","0.3","0.5","1.2","0.00","0.00","0.0","0.0","0.8"
"*059ca*","Oshae Brissett","IND","SF,PF,F,Flx","311","DAL","23","GS<br/>Mon 7:00PM","2.50","4th","1982","116.59","19%","-0.7%","13.8","2.2","0.8","0.5","4.8","0.7","2.2","0.6","0.3","0.2","0.8","1.2","0.00","0.00","0.0","0.0","-1.3"
"*04qrs*","Troy Brown","CHI","SG,G,SF,F,Flx","312","FA","22","","1.50","1st","1973","109.61","10%","+10.5%","12.3","2.4","0.4","0.2","4.3","0.4","2.1","0.8","0.3","0.1","0.4","0.8","0.00","0.00","0.0","0.0","-1.9"
"*051ok*","De'Andre Hunter","ATL","SF,PF,F,Flx","313","MEM","24","HOU<br/>Mon 7:30PM","7.50","4th","1970","179.09","64%","+3.6%","27.4","5.5","1.4","0.5","10.8","0.4","2.4","0.6","0.6","0.3","1.3","2.9","0.09","0.00","0.0","0.0","-2.6"
"*05uus*","Austin Reaves","LAL","SG,G,Flx","314","FA","23","","1.50","1st","1962","130.8","13%","+13.1%","18.0","2.0","0.7","0.1","5.3","0.3","1.7","1.0","0.2","0.1","0.7","1.6","0.00","0.00","0.0","0.0","4.3"
"*05qtd*","Nick Richards","CHA","C,Flx","315","FA","24","@DAL<br/>Mon 8:30PM","1.50","1st","1955","88.86","10%","+0.1%","9.0","0.7","0.0","0.1","3.8","1.0","1.2","0.3","0.2","0.6","0.6","1.5","0.00","0.00","0.0","0.0","-3.0"
"*04aqo*","David Nwaba","HOU","SG,G,SF,F,Flx","316","FA","28","@ATL<br/>Mon 7:30PM","1.50","1st","1906","105.89","7%","+7.4%","10.2","1.8","0.1","0.4","3.5","0.6","2.3","0.6","0.6","0.3","0.5","1.1","0.00","0.00","0.0","0.0","-1.2"
"*04849*","Danuel House","HOU","SG,G,SF,F,Flx","317","BKL","28","@ATL<br/>Mon 7:30PM","4.00","1st","1889","118.06","10%","+10.3%","14.1","3.1","0.6","0.1","4.8","0.3","2.4","1.2","0.3","0.3","1.1","1.0","0.00","0.00","0.0","0.0","-1.3"
"*05uik*","Ziaire Williams","MEM","SF,F,Flx","318","LAC","20","PHI<br/>Mon 8:00PM","2.80","4th","1877","98.79","30%","+20.2%","17.3","3.4","0.8","0.1","4.7","0.3","1.2","0.6","0.4","0.3","0.6","1.7","0.00","0.00","0.0","0.0","-3.2"
"*00107*","Rajon Rondo","LAL","PG,G,Flx","319","ORL","35","","6.10","2nd","1874","133.86","10%","+10.5%","14.4","3.1","0.5","0.0","3.4","0.6","1.9","3.6","0.8","0.2","1.6","1.4","0.00","0.07","0.0","0.0","-0.5"
"*05qzh*","Naji Marshall","NO","SF,PF,F,Flx","320","IND","23","","1.50","2nd","1858","97.79","16%","+6%","10.5","2.2","0.2","0.2","3.5","0.7","2.1","1.1","0.4","0.2","1.0","1.1","0.00","0.00","0.0","0.0","-2.5"
"*05quh*","Zeke Nnaji","DEN","PF,F,Flx","321","FA","20","WAS<br/>Mon 9:00PM","1.50","1st","1853","132.36","17%","+17.1%","13.4","2.3","1.2","0.4","6.2","1.0","2.0","0.3","0.1","0.4","0.4","1.6","0.00","0.00","0.0","0.0","0.0"
"*051pl*","Eric Paschall","UTA","PF,F,C,Flx","322","FA","25","","1.50","1st","1826","83","12%","+12.4%","10.4","1.6","0.5","0.2","3.5","0.6","1.2","0.6","0.1","0.1","0.5","0.8","0.00","0.00","0.0","0.0","0.3"
"*04qrx*","Josh Okogie","MIN","SG,G,Flx","323","IND","23","","2.70","3rd","1818","101","13%","+12.7%","13.9","1.8","0.3","0.6","2.6","0.9","1.3","0.9","0.6","0.3","0.5","1.4","0.00","0.00","0.0","0.0","0.2"
"*051pp*","Isaiah Roby","OKC","PF,F,C,Flx","324","PHX","23","","3.10","2nd","1720","132.31","32%","+2.4%","12.2","2.3","0.4","0.2","6.4","1.1","1.6","0.8","0.2","0.4","0.7","1.2","0.00","0.00","0.0","0.0","-2.2"
"*01en8*","Taj Gibson","NY","PF,F,C,Flx","325","IND","36","","1.50","1st","1707","142.25","10%","+9.8%","18.0","1.4","0.0","0.2","3.1","1.9","2.8","0.7","0.3","1.2","1.0","3.2","0.17","0.08","0.0","0.0","1.7"
"*02nfa*","Austin Rivers","DEN","PG,SG,G,Flx","326","MIN","29","WAS<br/>Mon 9:00PM","3.00","2nd","1687","93.72","10%","+9.6%","16.8","2.8","0.7","0.2","3.9","0.4","1.1","0.8","0.5","0.1","0.6","1.2","0.06","0.00","0.0","0.0","-2.8"
"*05uiy*","Josh Christopher","HOU","PG,SG,G,Flx","327","FA","20","@ATL<br/>Mon 7:30PM","1.50","1st","1678","93.22","23%","+13.1%","9.0","1.9","0.6","0.1","4.4","0.4","0.8","0.9","0.6","0.1","0.9","0.8","0.00","0.00","0.0","0.0","0.9"
"*05qu4*","Saben Lee","DET","PG,SG,G,Flx","342","ORL","22","","3.00","3rd","1623","147.55","13%","+13.4%","13.1","2.9","0.5","0.5","5.1","0.3","1.9","2.0","1.1","0.3","0.8","0.5","0.00","0.00","0.0","0.0","2.1"
"*027pt*","Davis Bertans","WAS","PF,F,C,Flx","328","BOS","29","@DEN<br/>Mon 9:00PM","7.40","1st","1610","94.71","25%","+15.3%","15.3","3.5","1.1","0.1","5.2","0.2","1.4","0.5","0.3","0.1","0.4","1.6","0.12","0.00","0.0","0.0","-3.5"
"*05ujp*","BJ Boston","LAC","PG,SG,G,Flx","329","FA","20","PHO<br/>Mon 10:30PM","1.50","1st","1591","113.64","26%","+15.7%","11.5","2.9","0.9","0.1","6.3","0.1","1.3","0.4","0.7","0.2","0.8","0.9","0.07","0.00","0.0","0.0","-0.6"
"*02gxr*","Brad Wanamaker","IND","PG,G,Flx","330","FA","32","GS<br/>Mon 7:00PM","1.50","1st","1588","99.25","4%","+4%","12.1","2.2","0.3","0.1","3.7","0.3","1.4","2.1","0.1","0.4","1.0","1.9","0.00","0.00","0.0","0.0","-0.8"
"*051p6*","Dylan Windler","CLE","SF,F,Flx","331","FA","25","MIA<br/>Mon 7:00PM","1.50","1st","1563","86.83","10%","+9.8%","10.0","1.2","0.6","0.1","2.6","0.4","1.3","1.0","0.3","0.1","0.4","1.1","0.00","0.00","0.0","0.0","-1.0"
"*027ox*","Markieff Morris","MIA","SF,PF,F,Flx","332","HOU","32","@CLE<br/>Mon 7:00PM","3.80","2nd","1530","153","20%","+9.5%","18.3","3.8","0.8","0.0","7.7","1.3","1.5","1.4","0.3","0.1","1.2","2.2","0.10","0.00","0.0","0.0","2.7"
"*03nwi*","Justise Winslow","LAC","SF,PF,F,Flx","333","MIN","25","PHO<br/>Mon 10:30PM","4.50","3rd","1519","84.39","13%","-7.2%","7.6","1.7","0.1","0.1","2.3","0.5","1.7","1.1","0.4","0.3","0.8","0.7","0.00","0.00","0.0","0.0","-0.2"
"*031lw*","Trey Burke","DAL","PG,G,Flx","343","HOU","29","CHA<br/>Mon 8:30PM","3.10","2nd","1515","108.21","7%","+6.6%","10.6","2.9","0.8","0.1","6.4","0.0","0.7","1.6","0.4","0.0","0.9","0.8","0.00","0.00","0.0","0.0","1.3"
"*05qt1*","Payton Pritchard","BOS","PG,SG,G,Flx","335","MEM","23","MIL<br/>Mon 7:30PM","2.20","2nd","1483","70.62","22%","+2.4%","9.1","2.4","0.7","0.0","2.8","0.3","0.9","1.5","0.0","0.1","0.6","0.7","0.00","0.00","0.0","0.0","-1.7"
"*05uj4*","Santi Aldama","MEM","PF,F,C,Flx","334","HOU","20","PHI<br/>Mon 8:00PM","1.90","4th","1483","98.87","18%","+7.8%","9.5","2.7","0.2","0.3","3.7","1.1","1.7","0.8","0.1","0.2","0.3","1.0","0.00","0.00","0.1","0.0","2.4"
"*059g0*","Amir Coffey","LAC","SG,G,Flx","336","FA","24","PHO<br/>Mon 10:30PM","1.50","1st","1476","92.25","6%","+5.7%","12.5","1.6","0.6","0.1","3.4","0.2","1.4","0.7","0.1","0.1","0.3","0.8","0.00","0.00","0.0","0.0","1.8"
"*042nj*","Timothe Luwawu-Cabarrot","ATL","SF,F,Flx","337","FA","26","HOU<br/>Mon 7:30PM","1.50","1st","1470","77.37","9%","+8.8%","10.4","2.2","0.8","0.1","3.5","0.2","1.1","0.5","0.2","0.2","0.2","1.3","0.00","0.00","0.0","0.0","-1.5"
"*04xhz*","Jordan McLaughlin","MIN","PG,G,Flx","338","FA","25","","1.50","1st","1452","80.67","6%","-4.2%","10.6","1.7","0.2","0.1","2.2","0.2","0.8","2.1","0.6","0.0","0.7","0.4","0.00","0.00","0.0","0.0","-3.4"
"*05qst*","Paul Reed","PHI","SF,PF,F,Flx","339","FA","22","@MEM<br/>Mon 8:00PM","1.50","1st","1433","102.36","18%","+8.3%","9.3","1.2","0.0","0.0","2.6","1.1","1.6","0.6","0.6","0.6","0.4","1.5","0.00","0.00","0.0","0.0","-3.4"
"*05qt4*","Aaron Nesmith","BOS","SG,G,SF,F,Flx","340","SAC","22","MIL<br/>Mon 7:30PM","3.80","2nd","1384","62.91","20%","+9.8%","9.4","2.0","0.5","0.0","3.0","0.3","1.2","0.4","0.3","0.0","0.5","1.3","0.00","0.00","0.0","0.0","-2.6"
"*031m7*","Tony Snell","POR","SG,G,SF,F,Flx","341","NYK","30","","3.90","1st","1377","68.85","5%","+4.6%","11.6","1.5","0.5","0.0","1.8","0.1","1.3","0.6","0.2","0.1","0.2","0.8","0.00","0.00","0.0","0.0","-1.5"
"*03apz*","Willie Cauley-Stein","DAL","C,Flx","344","DEN","28","CHA<br/>Mon 8:30PM","1.50","4th","1303","72.39","8%","+8.2%","9.4","1.1","0.1","0.1","1.9","0.7","1.4","0.5","0.3","0.2","0.4","0.9","0.00","0.00","0.0","0.0","1.2"
"*005lo*","Serge Ibaka","LAC","PF,F,Flx","345","MIA","32","PHO<br/>Mon 10:30PM","2.00","4th","1299","118.09","32%","+12.4%","13.5","2.7","0.7","0.3","4.3","1.1","2.0","1.2","0.2","0.3","0.5","1.9","0.00","0.00","0.0","0.0","-0.5"
"*051pb*","Nicolas Claxton","BKN","C,Flx","352","LAL","22","","2.90","3rd","1284","142.67","36%","+16.4%","16.9","1.7","0.0","0.9","5.1","1.1","3.4","0.4","0.2","0.8","0.7","2.0","0.11","0.00","0.0","0.0","0.2"
"*03e6m*","Elfrid Payton","PHO","PG,G,Flx","346","LAL","27","@LAC<br/>Mon 10:30PM","2.00","2nd","1235","112.27","12%","+12.3%","11.0","2.4","0.0","0.4","4.0","0.5","1.6","2.1","0.5","0.1","0.7","0.8","0.00","0.00","0.0","0.0","-2.0"
"*051oy*","Goga Bitadze","IND","C,Flx","347","FA","22","GS<br/>Mon 7:00PM","1.50","1st","1230","72.35","21%","+21.4%","7.8","2.1","0.2","0.4","2.6","1.1","1.3","0.2","0.5","0.6","0.4","1.6","0.06","0.00","0.0","0.0","-1.5"
"*005le*","Robin Lopez","ORL","C,Flx","348","HOU","33","","2.00","1st","1213","134.78","8%","+8%","14.7","1.8","0.0","0.8","7.2","1.9","1.0","1.0","0.0","0.6","1.0","1.6","0.11","0.00","0.0","0.0","-3.8"
"*04ex0*","Semi Ojeleye","MIL","SF,PF,F,Flx","349","FA","27","@BOS<br/>Mon 7:30PM","1.50","1st","1202","109.27","5%","+5.1%","19.4","3.2","0.5","0.2","3.0","1.9","1.7","0.4","0.4","0.5","0.5","1.5","0.09","0.00","0.0","0.0","-6.7"
"*05qsn*","Malachi Flynn","TOR","PG,G,Flx","350","MIL","23","SAC<br/>Mon 7:00PM","2.10","2nd","1186","65.89","27%","+16.7%","7.4","1.9","0.3","0.2","2.4","0.3","0.9","0.9","0.4","0.1","0.3","0.9","0.00","0.00","0.0","0.0","-1.4"
"*051om*","Jarrett Culver","MEM","SG,G,Flx","351","FA","22","PHI<br/>Mon 8:00PM","1.50","1st","1178","117.8","12%","+12.2%","8.8","1.6","0.3","0.4","4.7","0.2","1.2","1.4","0.6","0.1","0.3","0.4","0.00","0.00","0.0","0.0","3.1"
"*05ujq*","Luka Garza","DET","C,Flx","353","FA","22","","1.50","1st","1163","77.53","22%","+12.3%","9.1","1.7","0.4","0.2","3.7","0.9","1.1","0.5","0.4","0.1","0.5","1.6","0.00","0.00","0.0","0.0","-3.4"
"*042nr*","Damian Jones","SAC","C,Flx","354","FA","26","@TOR<br/>Mon 7:00PM","1.50","1st","1163","105.73","4%","+3.6%","8.6","0.5","0.1","0.5","3.4","1.1","1.9","0.7","0.1","0.4","0.4","1.2","0.00","0.00","0.0","0.0","3.7"
"*05qu8*","Omer Yurtseven","MIA","C,Flx","356","FA","23","@CLE<br/>Mon 7:00PM","1.50","1st","1132","62.89","17%","+16.5%","5.7","1.0","0.0","0.2","2.7","0.4","1.3","0.3","0.1","0.4","0.4","0.8","0.00","0.00","0.0","0.0","-0.1"
"*056ap*","Justin Robinson","MIL","PG,G,Flx","355","FA","24","@BOS<br/>Mon 7:30PM","1.50","1st","1132","66.59","4%","+4%","11.2","2.3","0.6","0.0","2.8","0.1","0.6","1.2","0.5","0.0","0.6","1.0","0.00","0.00","0.0","0.0","-3.0"
"*051pc*","KZ Okpala","MIA","SG,G,SF,F,Flx","357","FA","22","@CLE<br/>Mon 7:00PM","1.50","1st","1127","80.5","9%","+8.8%","8.8","1.5","0.4","0.1","2.6","0.4","1.4","0.4","0.1","0.3","0.1","1.0","0.07","0.00","0.0","0.0","0.4"
