"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","% Rostered","+/-","MIN","FG-","3PTM","FT-","PTS","OREB","DREB","AST","ST","BLK","TO","PF","TF","EJ","2DO","3D","+-"
"*05qu7*","Trent Forrest","UTA","PG,SG,G,Flx","358","FA","23","","1.50","1st","1118","58.84","4%","+3.7%","7.1","0.4","0.1","0.1","1.6","0.3","0.9","0.8","0.3","0.0","0.6","0.5","0.00","0.00","0.0","0.0","2.7"
"*05qwu*","Killian Tillie","MEM","C,Flx","359","FA","23","PHI<br/>Mon 8:00PM","1.50","1st","1109","85.31","7%","+6.8%","9.6","1.8","0.8","0.2","3.4","0.5","0.6","0.4","0.5","0.5","0.3","1.1","0.00","0.00","0.0","0.0","0.8"
"*051on*","Coby White","CHI","PG,SG,G,Flx","360","SAC","21","","3.00","4th","1084","120.44","42%","+22.1%","16.8","4.6","0.8","0.3","6.1","0.1","2.4","1.3","0.1","0.1","0.9","1.7","0.00","0.00","0.0","0.0","1.3"
"*031lu*","Ben McLemore","POR","SG,G,SF,F,Flx","361","ORL","28","","3.40","1st","1083","98.45","7%","+7.5%","12.0","2.6","1.5","0.1","5.8","0.3","0.7","0.7","0.3","0.0","0.5","0.9","0.00","0.00","0.0","0.0","-4.7"
"*05qsp*","Isaiah Joe","PHI","SG,G,Flx","362","FA","22","@MEM<br/>Mon 8:00PM","1.50","1st","1078","71.87","12%","+1.6%","8.9","2.1","0.9","0.0","3.5","0.1","1.0","0.7","0.1","0.0","0.4","0.7","0.00","0.00","0.0","0.0","-1.7"
"*05qsj*","Lamar Stevens","CLE","SF,PF,F,Flx","363","FA","24","MIA<br/>Mon 7:00PM","1.50","1st","1069","62.88","6%","+5.6%","9.4","1.8","0.4","0.2","2.7","0.6","0.9","0.3","0.2","0.2","0.4","1.2","0.06","0.00","0.0","0.0","-0.1"
"*05uih*","Jonathan Kuminga","GS","SF,PF,F,Flx","364","MIL","19","@IND<br/>Mon 7:00PM","5.80","4th","1037","64.81","39%","+19.1%","6.6","1.6","0.1","0.4","3.3","0.5","1.1","0.3","0.3","0.1","0.5","1.1","0.00","0.00","0.0","0.0","1.8"
"*04xhy*","Yuta Watanabe","TOR","SF,PF,F,Flx","365","FA","27","SAC<br/>Mon 7:00PM","1.50","1st","1030","147.14","8%","+8.1%","16.6","3.4","1.3","0.7","5.4","0.7","2.1","0.9","0.6","0.4","0.1","1.4","0.00","0.00","0.0","0.0","2.3"
"*042oh*","Abdel Nader","PHO","SF,PF,F,Flx","366","FA","28","@LAC<br/>Mon 10:30PM","1.50","1st","1028","73.43","4%","+3.9%","9.9","1.6","0.3","0.3","2.4","0.3","1.6","0.5","0.6","0.3","0.8","1.4","0.00","0.00","0.0","0.0","-0.1"
"*05ujr*","Charles Bassey","PHI","C,Flx","367","FA","21","@MEM<br/>Mon 8:00PM","1.50","1st","1017","92.45","13%","+12.7%","7.4","0.5","0.0","0.2","3.0","0.9","1.7","0.2","0.2","0.7","0.4","1.0","0.00","0.00","0.0","0.0","-0.7"
"*05uiz*","Quentin Grimes","NY","PG,SG,G,Flx","368","FA","21","","1.50","1st","994","71","18%","+18.5%","8.1","1.5","1.1","0.0","3.6","0.1","0.8","0.4","0.2","0.1","0.6","0.7","0.00","0.00","0.0","0.0","-0.8"
"*03scs*","Boban Marjanovic","DAL","C,Flx","370","FA","33","CHA<br/>Mon 8:30PM","1.50","1st","978","75.23","5%","+5.5%","5.8","1.2","0.1","0.5","5.0","0.5","1.5","0.2","0.0","0.2","0.6","1.2","0.00","0.00","0.0","0.0","1.8"
"*04xgm*","Chris Chiozza","GS","PG,G,Flx","369","FA","26","@IND<br/>Mon 7:00PM","1.50","1st","978","88.91","3%","+3.4%","10.8","1.7","0.8","0.0","2.9","0.5","1.0","1.6","0.5","0.0","0.8","1.4","0.00","0.00","0.0","0.0","-0.5"
"*05qsw*","Leandro Bolmaro","MIN","PG,SG,G,SF,F,Flx","371","IND","21","","2.70","2nd","957","63.8","15%","+14.9%","9.4","1.4","0.1","0.1","1.7","0.9","1.2","0.5","0.3","0.0","0.6","1.1","0.00","0.00","0.0","0.0","-1.1"
"*005lm*","Goran Dragic","TOR","PG,SG,G,Flx","372","IND","35","SAC<br/>Mon 7:00PM","7.30","2nd","947","189.4","32%","+1.8%","17.4","4.2","0.8","0.0","8.0","0.4","2.4","1.8","1.0","0.2","0.2","1.6","0.00","0.00","0.0","0.0","-4.4"
"*04qsq*","Alize Johnson","CHI","SF,PF,F,Flx","373","FA","25","","1.50","1st","940","58.75","10%","+9.9%","7.1","0.7","0.0","0.2","1.8","1.0","1.3","0.5","0.2","0.0","0.5","0.9","0.00","0.00","0.0","0.0","-3.8"
"*05ujs*","Sandro Mamukelashvili","MIL","PF,F,C,Flx","374","FA","22","@BOS<br/>Mon 7:30PM","1.50","1st","920","76.67","12%","+12.3%","9.0","1.4","0.3","0.1","2.8","1.2","1.2","0.5","0.0","0.1","0.3","0.5","0.00","0.00","0.0","0.0","-3.0"
"*05qsr*","Theo Maledon","OKC","PG,G,Flx","377","DAL","20","","1.90","2nd","916","65.43","20%","+20.3%","11.6","2.3","0.2","0.1","2.6","0.4","1.3","1.0","0.3","0.1","1.1","0.9","0.00","0.00","0.0","0.0","-3.2"
"*031ma*","Solomon Hill","ATL","G,SF,PF,F,Flx","375","FA","30","HOU<br/>Mon 7:30PM","1.50","1st","909","69.92","3%","+2.6%","10.3","1.3","0.2","0.0","0.6","0.5","1.3","0.9","0.3","0.2","0.1","1.2","0.00","0.00","0.0","0.0","3.2"
"*02v2t*","Jabari Parker","BOS","SF,PF,F,Flx","376","FA","26","MIL<br/>Mon 7:30PM","1.50","1st","908","100.89","7%","+6.6%","9.1","1.4","0.6","0.0","4.6","0.4","1.8","0.4","0.3","0.1","0.6","1.2","0.00","0.00","0.0","0.0","-0.9"
"*051pn*","Jaylen Nowell","MIN","SG,G,Flx","378","FA","22","","1.50","1st","895","74.58","8%","+8.4%","6.0","2.0","0.3","0.2","3.1","0.3","0.7","1.0","0.3","0.3","0.1","0.3","0.00","0.00","0.0","0.0","0.4"
"*05qsl*","Patrick Williams","CHI","SF,PF,F,Flx","379","DAL","20","","7.70","2nd","846","169.2","49%","+18.7%","24.4","2.0","0.6","0.0","6.6","0.2","2.0","0.6","0.6","0.4","0.4","1.8","0.00","0.00","0.0","0.0","2.4"
"*04eww*","Davon Reed","DEN","SG,G,Flx","380","FA","26","WAS<br/>Mon 9:00PM","1.50","1st","836","167.2","5%","+5.2%","14.6","1.6","0.6","0.0","3.4","0.4","3.2","1.4","1.4","0.2","0.4","1.2","0.00","0.00","0.0","0.0","-2.6"
"*05qti*","Josh Green","DAL","SG,G,SF,F,Flx","393","FA","21","CHA<br/>Mon 8:30PM","1.50","1st","821","54.73","13%","+12.8%","5.7","0.8","0.1","0.2","2.0","0.4","0.7","0.4","0.3","0.1","0.1","0.9","0.00","0.00","0.0","0.0","1.5"
"*05ujt*","Aaron Wiggins","OKC","PG,SG,G,Flx","381","FA","22","","1.50","1st","804","89.33","12%","+11.5%","14.0","1.1","0.7","0.3","2.9","0.1","1.4","1.1","0.3","0.1","0.8","1.7","0.00","0.00","0.0","0.0","0.4"
"*0598b*","Moses Brown","DAL","C,Flx","391","DET","22","CHA<br/>Mon 8:30PM","3.40","3rd","784","65.33","20%","+9.9%","5.3","0.4","0.0","0.7","3.4","0.6","1.1","0.0","0.2","0.4","0.4","0.9","0.08","0.00","0.0","0.0","0.9"
"*05qty*","Jalen Smith","PHO","PF,F,C,Flx","382","IND","21","@LAC<br/>Mon 10:30PM","4.60","2nd","766","95.75","16%","+6.2%","6.6","1.5","0.1","0.1","3.4","0.8","2.3","0.1","0.3","0.4","0.3","0.8","0.00","0.00","0.0","0.0","0.6"
"*05uil*","James Bouknight","CHA","PG,SG,G,Flx","383","SAC","21","@DAL<br/>Mon 8:30PM","4.30","4th","757","68.82","35%","+14.9%","6.5","1.7","0.6","0.0","3.5","0.6","0.7","0.4","0.1","0.0","0.3","0.6","0.00","0.00","0.0","0.0","-1.4"
"*01uz6*","Ed Davis","CLE","PF,F,Flx","384","FA","32","MIA<br/>Mon 7:00PM","1.50","1st","751","83.44","1%","+1.5%","8.1","0.3","0.0","0.1","1.7","0.4","2.8","0.1","0.2","0.4","0.3","1.0","0.00","0.00","0.0","0.0","-3.9"
"*05qv9*","Anthony Gill","WAS","SF,PF,F,Flx","385","FA","29","@DEN<br/>Mon 9:00PM","1.50","1st","706","64.18","2%","+1.5%","4.4","0.3","0.3","0.1","2.5","0.5","0.9","0.2","0.0","0.2","0.2","0.5","0.00","0.00","0.0","0.0","3.3"
"*05uje*","Jared Butler","UTA","PG,SG,G,Flx","386","FA","21","","1.50","1st","702","41.29","23%","+12.6%","3.8","1.2","0.4","0.2","1.9","0.0","0.7","0.6","0.1","0.4","0.5","0.9","0.00","0.00","0.0","0.0","-0.5"
"*01uz3*","DeMarcus Cousins","MIL","C,Flx","387","PHI","31","@BOS<br/>Mon 7:30PM","1.50","1st","671","111.83","30%","+19.9%","11.7","2.7","0.2","0.3","4.2","0.8","3.3","1.0","0.8","0.0","1.3","2.8","0.00","0.00","0.0","0.0","5.0"
"*059ft*","Mychal Mulder","ORL","PG,G,Flx","388","FA","27","","1.50","1st","670","55.83","4%","+3.5%","10.4","3.0","0.8","0.0","3.2","0.2","1.0","0.1","0.3","0.1","0.3","0.7","0.00","0.00","0.0","0.0","-4.3"
"*05qui*","Markus Howard","DEN","SG,G,Flx","389","FA","22","WAS<br/>Mon 9:00PM","1.50","1st","669","47.79","6%","+5.9%","5.7","2.1","0.8","0.1","3.3","0.0","0.2","0.3","0.3","0.0","0.2","0.4","0.00","0.00","0.0","0.0","-0.1"
"*05uix*","Usman Garuba","HOU","PF,F,Flx","390","OKC","19","@ATL<br/>Mon 7:30PM","2.60","4th","654","93.43","25%","+15.1%","6.0","1.3","0.3","0.0","1.7","0.9","1.7","0.9","0.3","0.6","0.3","0.6","0.00","0.00","0.0","0.0","2.9"
"*042na*","Denzel Valentine","CLE","SG,G,Flx","392","LAC","28","MIA<br/>Mon 7:00PM","2.80","3rd","649","38.18","3%","+3%","5.8","1.5","0.4","0.0","1.6","0.4","0.7","0.2","0.3","0.0","0.4","0.5","0.00","0.00","0.0","0.0","-2.5"
"*05uim*","Joshua Primo","SA","SG,G,Flx","394","OKC","18","","2.10","4th","606","75.75","27%","+17.2%","6.9","0.6","0.5","0.0","2.0","0.1","0.6","0.5","0.4","0.5","0.0","0.5","0.00","0.00","0.0","0.0","0.9"
"*05uio*","Moses Moody","GS","SG,G,Flx","395","BKL","19","@IND<br/>Mon 7:00PM","2.90","4th","597","35.12","31%","+20.8%","4.9","1.0","0.1","0.1","1.5","0.1","0.6","0.2","0.1","0.1","0.1","0.2","0.00","0.00","0.0","0.0","-0.5"
"*05ujb*","JT Thor","CHA","SF,PF,F,Flx","396","FA","19","@DAL<br/>Mon 8:30PM","1.50","1st","592","98.67","16%","+16.4%","12.3","1.7","0.5","0.5","3.3","0.3","1.3","0.8","0.3","0.5","0.2","1.5","0.00","0.00","0.0","0.0","1.3"
"*0392f*","Rodney McGruder","DET","SG,G,SF,F,Flx","398","FA","30","","1.50","1st","576","57.6","2%","+1.5%","6.2","1.2","0.2","0.0","2.0","0.5","0.8","0.6","0.0","0.1","0.3","0.4","0.00","0.00","0.0","0.0","0.9"
"*051pr*","Ignas Brazdeikis","ORL","SF,F,Flx","397","FA","22","","1.50","1st","563","46.92","5%","+5.4%","7.8","1.8","0.3","0.1","1.5","0.4","1.0","0.5","0.3","0.0","0.3","1.0","0.00","0.00","0.0","0.0","-1.7"
"*05wqq*","Javonte Smart","MIL","PG,G,Flx","399","FA","22","@BOS<br/>Mon 7:30PM","1.50","1st","530","106","5%","+4.7%","10.6","2.0","0.4","0.2","3.8","0.8","1.6","1.2","0.2","0.0","0.4","0.8","0.00","0.00","0.0","0.0","0.4"
"*05ujw*","Jericho Sims","NY","SF,PF,F,C,Flx","400","FA","23","","1.50","1st","521","57.89","10%","+10.2%","5.8","0.0","0.0","0.1","1.0","0.3","1.3","0.1","0.2","0.4","0.2","0.4","0.00","0.00","0.0","0.0","1.6"
"*05qts*","Nathan Knight","MIN","PF,F,C,Flx","402","FA","24","","1.50","1st","518","47.09","5%","+5.3%","3.3","0.3","0.0","0.3","1.9","0.4","0.8","0.3","0.1","0.2","0.3","0.5","0.00","0.00","0.0","0.0","0.7"
"*05quc*","CJ Elleby","POR","SF,F,Flx","401","FA","21","","1.50","1st","518","37","5%","+4.8%","4.9","0.9","0.3","0.0","1.7","0.1","1.1","0.3","0.0","0.0","0.5","0.8","0.00","0.00","0.0","0.0","-2.2"
"*05qsy*","Jay Scrubb","LAC","SG,G,Flx","403","FA","21","PHO<br/>Mon 10:30PM","1.50","1st","489","69.86","6%","+6%","6.4","2.1","0.6","0.1","3.9","0.0","0.6","0.6","0.1","0.3","0.1","0.4","0.00","0.00","0.0","0.0","1.1"
"*05uul*","Jose Alvarado","NO","PG,G,Flx","404","FA","23","","1.50","1st","487","60.88","2%","+1.9%","4.8","1.0","0.3","0.1","1.8","0.3","0.4","1.1","0.5","0.0","0.1","0.4","0.00","0.00","0.0","0.0","2.9"
"*05uud*","Justin Champagnie","TOR","SF,F,Flx","405","FA","20","SAC<br/>Mon 7:00PM","1.50","1st","469","39.08","6%","-3.6%","4.4","0.5","0.0","0.0","1.3","0.6","0.4","0.1","0.0","0.1","0.0","0.6","0.00","0.00","0.0","0.0","2.2"
"*051po*","Bol Bol","DEN","C,Flx","406","FA","22","WAS<br/>Mon 9:00PM","1.50","1st","455","45.5","22%","+12.1%","4.3","0.8","0.0","0.2","1.5","0.2","1.2","0.2","0.1","0.2","0.0","0.3","0.00","0.00","0.0","0.0","-0.2"
"*05ujh*","Greg Brown","POR","SF,PF,F,Flx","407","FA","20","","1.50","1st","437","39.73","12%","+1.6%","4.2","1.2","0.0","0.5","1.5","0.5","0.8","0.5","0.2","0.4","0.2","0.6","0.18","0.00","0.0","0.0","-3.0"
"*05qtb*","Sam Merrill","MEM","SG,G,Flx","408","FA","25","PHI<br/>Mon 8:00PM","1.50","1st","434","72.33","4%","+4%","9.3","2.7","1.2","0.3","4.2","0.2","1.0","0.7","0.0","0.0","0.3","0.5","0.00","0.00","0.0","0.0","-1.5"
"*05uj3*","Day'Ron Sharpe","BKN","C,Flx","409","CLE","20","","2.30","4th","432","54","14%","+4.1%","4.0","1.0","0.1","0.4","2.6","1.0","1.1","0.0","0.3","0.3","0.8","0.5","0.00","0.00","0.0","0.0","0.3"
"*059qc*","Louis King","SAC","SF,PF,F,Flx","410","FA","22","@TOR<br/>Mon 7:00PM","1.50","1st","410","136.67","9%","-11.2%","16.0","4.7","1.3","0.3","8.0","0.0","2.3","0.3","0.7","0.0","0.0","2.3","0.00","0.00","0.0","0.0","-4.3"
"*042nb*","Juancho Hernangomez","BOS","PF,F,Flx","411","FA","26","MIL<br/>Mon 7:30PM","1.50","1st","401","28.64","6%","+6.4%","3.9","1.0","0.1","0.1","1.0","0.4","0.8","0.1","0.3","0.0","0.4","0.3","0.00","0.00","0.0","0.0","-2.3"
"*049kh*","Kevin Knox","NY","SF,PF,F,Flx","412","FA","22","","1.50","1st","389","55.57","7%","+7.2%","6.7","2.0","0.9","0.3","3.4","0.6","0.4","0.3","0.1","0.0","0.3","0.3","0.00","0.00","0.0","0.0","-3.6"
"*051ov*","Sekou Doumbouya","LAL","SF,PF,F,Flx","413","NYK","20","","2.70","3rd","360","180","10%","+9.6%","8.0","1.5","0.5","0.5","7.0","1.0","2.0","0.0","1.5","1.0","1.0","0.5","0.00","0.00","0.0","0.0","12.0"
"*04xlm*","Paul Watson","OKC","SG,G,SF,F,Flx","414","FA","26","","1.50","1st","356","71.2","2%","+1.7%","15.2","2.6","0.4","0.2","1.4","0.4","2.0","0.6","0.2","0.6","0.6","1.0","0.00","0.00","0.0","0.0","-8.4"
"*05uuq*","Jock Landale","SA","C,Flx","415","DAL","26","","1.50","4th","355","44.38","13%","+13.1%","2.4","0.3","0.3","0.1","2.5","0.3","0.0","0.3","0.0","0.1","0.1","0.1","0.00","0.00","0.0","0.0","2.6"
"*04qsg*","Isaac Bonga","TOR","SG,G,SF,PF,F,Flx","416","FA","22","SAC<br/>Mon 7:00PM","1.50","1st","313","34.78","4%","+4.1%","5.0","0.8","0.1","0.2","1.0","0.2","0.2","0.3","0.4","0.2","0.1","0.9","0.00","0.00","0.0","0.0","-1.2"
"*05rk9*","Gabriel Deck","OKC","SF,PF,F,Flx","417","FA","26","","1.50","1st","295","49.17","5%","+4.6%","6.8","1.0","0.2","0.0","2.2","0.2","0.7","0.5","0.2","0.0","0.3","0.3","0.00","0.00","0.0","0.0","-2.0"
"*05qsu*","Devon Dotson","CHI","PG,SG,G,Flx","418","FA","22","","1.50","1st","292","58.4","4%","+3.7%","9.0","1.4","0.2","0.6","3.2","0.2","1.0","0.8","0.0","0.0","0.2","1.0","0.00","0.00","0.0","0.0","-5.6"
"*01ngg*","Wesley Matthews","MIL","SG,G,SF,F,Flx","419","FA","35","@BOS<br/>Mon 7:30PM","1.50","1st","286","71.5","2%","+1.9%","13.3","1.8","0.5","0.5","2.5","0.3","1.0","0.3","0.5","0.3","0.5","1.5","0.00","0.00","0.0","0.0","4.8"
"*052q1*","Matt Thomas","CHI","SG,G,Flx","420","FA","27","","1.50","1st","270","33.75","1%","+0.9%","5.9","1.8","0.3","0.0","1.5","0.0","0.6","0.0","0.3","0.1","0.0","0.4","0.00","0.00","0.0","0.0","-0.8"
"*042o6*","Jake Layman","MIN","SF,PF,F,Flx","421","FA","27","","1.50","1st","265","29.44","2%","+2.4%","4.2","1.0","0.2","0.0","1.1","0.1","0.7","0.1","0.1","0.1","0.2","0.2","0.00","0.00","0.0","0.0","-0.6"
"*04exc*","Vlatko Cancar","DEN","SF,PF,F,Flx","422","FA","24","WAS<br/>Mon 9:00PM","1.50","1st","264","44","2%","+1.9%","4.7","1.0","0.5","0.2","2.3","0.2","0.2","0.7","0.3","0.0","0.3","0.5","0.00","0.00","0.0","0.0","-3.5"
"*005ki*","Brook Lopez","MIL","C,Flx","423","DET","33","@BOS<br/>Mon 7:30PM","6.80","4th","258","258","66%","-4.3%","28.0","6.0","2.0","0.0","8.0","2.0","3.0","0.0","1.0","3.0","0.0","3.0","0.00","0.00","0.0","0.0","0.0"
"*05uiu*","Jalen Johnson","ATL","SF,PF,F,Flx","424","ORL","19","HOU<br/>Mon 7:30PM","3.70","4th","246","35.14","29%","+18.7%","2.3","0.7","0.3","0.0","2.0","0.0","0.7","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.0","0.0","-0.9"
"*05uuv*","Trendon Watford","POR","PF,F,Flx","425","FA","21","","1.50","1st","231","46.2","2%","+1.6%","4.4","1.2","0.0","0.2","2.4","0.2","0.4","0.6","0.2","0.2","0.2","0.2","0.00","0.00","0.0","0.0","-4.0"
"*05uj5*","Isaiah Todd","WAS","SF,PF,F,Flx","427","FA","20","@DEN<br/>Mon 9:00PM","1.50","1st","225","45","14%","+13.9%","2.2","1.2","0.8","0.2","2.6","0.2","0.2","0.0","0.4","0.2","0.2","0.2","0.00","0.00","0.0","0.0","0.6"
"*05uuo*","Eugene Omoruyi","DAL","SF,F,Flx","428","FA","24","CHA<br/>Mon 8:30PM","1.50","1st","217","54.25","4%","+3.6%","4.0","0.8","0.3","0.5","1.8","0.5","1.3","0.5","0.0","0.0","0.0","0.5","0.00","0.00","0.0","0.0","0.8"
"*05wvu*","David Duke","BKN","PG,SG,G,Flx","426","FA","22","","1.50","1st","215","107.5","2%","+2.1%","14.5","4.0","0.5","0.0","4.5","1.0","1.5","0.5","0.5","0.0","0.0","2.0","0.00","0.00","0.0","0.0","0.5"
"*042oc*","Petr Cornelie","DEN","PF,F,Flx","429","FA","26","WAS<br/>Mon 9:00PM","1.50","1st","212","26.5","1%","+1.1%","2.6","0.9","0.0","0.0","0.5","0.8","0.6","0.4","0.0","0.0","0.3","0.6","0.00","0.00","0.0","0.0","1.3"
"*05ujy*","Georgios Kalaitzakis","MIL","SF,F,Flx","430","FA","22","@BOS<br/>Mon 7:30PM","1.50","1st","206","22.89","6%","+5.8%","4.8","0.7","0.2","0.6","1.8","0.4","0.4","0.0","0.1","0.1","0.4","0.9","0.00","0.00","0.0","0.0","-5.4"
"*05qtu*","Skylar Mays","ATL","PG,SG,G,Flx","431","FA","24","HOU<br/>Mon 7:30PM","1.50","1st","203","29","4%","+4.2%","2.3","0.1","0.1","0.0","2.0","0.0","0.3","0.1","0.0","0.0","0.3","0.3","0.00","0.00","0.0","0.0","-0.9"
"*05qtx*","Jahmi'us Ramsey","SAC","SG,G,Flx","432","FA","20","@TOR<br/>Mon 7:00PM","1.50","1st","200","28.57","5%","+5.5%","6.1","1.3","0.1","0.3","1.9","0.0","0.0","0.3","0.0","0.1","0.0","0.4","0.00","0.00","0.0","0.0","1.0"
"*05uiw*","Isaiah Jackson","IND","SF,PF,F,Flx","433","ORL","19","GS<br/>Mon 7:00PM","2.20","4th","197","32.83","23%","+12.7%","4.8","1.3","0.0","0.2","1.5","0.5","1.0","0.0","0.2","0.2","0.2","1.5","0.00","0.00","0.0","0.0","-2.3"
"*0015o*","Udonis Haslem","MIA","PF,F,Flx","434","FA","41","@CLE<br/>Mon 7:00PM","1.50","1st","189","37.8","1%","+0.9%","4.2","0.6","0.0","0.0","1.2","0.2","1.0","0.2","0.0","0.2","0.0","1.0","0.20","0.00","0.0","0.0","0.6"
"*051q2*","Miye Oni","UTA","SG,G,Flx","435","FA","24","","1.50","1st","182","14","2%","+1.5%","2.4","0.4","0.1","0.1","0.4","0.0","0.4","0.4","0.0","0.0","0.1","0.4","0.00","0.00","0.0","0.0","-1.8"
"*05wn0*","Kevin Pangos","CLE","SG,G,Flx","436","FA","28","MIA<br/>Mon 7:00PM","1.50","1st","154","15.4","1%","+0.8%","2.8","0.5","0.2","0.1","0.9","0.1","0.1","0.6","0.1","0.0","0.4","0.5","0.00","0.00","0.0","0.0","-4.3"
"*05uji*","Kessler Edwards","BKN","SF,PF,F,Flx","438","FA","21","","1.50","1st","146","73","8%","+8.2%","5.5","1.5","1.0","0.0","4.0","0.5","1.0","0.0","0.0","0.0","0.5","0.0","0.00","0.00","0.0","0.0","3.5"
"*057ot*","Tyler Cook","CHI","PF,F,Flx","437","FA","24","","1.50","1st","146","73","1%","+1.1%","8.0","1.0","0.0","0.0","3.0","0.0","1.0","1.5","0.0","0.0","0.5","0.5","0.00","0.00","0.0","0.0","-2.5"
"*05uja*","Miles McBride","NY","PG,SG,G,Flx","439","FA","21","","1.50","1st","137","17.12","15%","+15%","1.3","1.1","0.0","0.0","0.8","0.1","0.1","0.3","0.3","0.1","0.0","0.1","0.00","0.00","0.0","0.0","-1.5"
"*05uiv*","Keon Johnson","LAC","PG,SG,G,Flx","440","PHX","19","PHO<br/>Mon 10:30PM","1.50","4th","134","44.67","20%","+10%","4.7","1.3","0.0","0.0","1.3","0.3","0.7","0.7","0.3","0.0","0.3","1.0","0.00","0.00","0.0","0.0","4.0"
"*0558u*","Tacko Fall","CLE","C,Flx","441","FA","26","MIA<br/>Mon 7:00PM","1.50","1st","119","14.88","5%","+5%","2.6","0.4","0.0","0.5","0.6","0.1","0.5","0.0","0.0","0.3","0.1","0.1","0.00","0.00","0.0","0.0","-0.4"
"*05uur*","Joel Ayayi","WAS","SG,G,Flx","442","FA","21","@DEN<br/>Mon 9:00PM","1.50","1st","107","21.4","5%","+4.6%","2.0","0.0","0.0","0.0","0.0","0.0","0.4","0.6","0.0","0.0","0.0","0.0","0.00","0.00","0.0","0.0","0.4"
"*05qtn*","Vernon Carey","CHA","PF,F,C,Flx","443","HOU","20","@DAL<br/>Mon 8:30PM","1.80","2nd","105","52.5","10%","-0.3%","5.5","1.5","0.0","0.0","3.5","1.0","0.5","0.0","0.5","0.0","0.5","0.5","0.00","0.00","0.0","0.0","-9.0"
"*05wah*","Marcus Garrett","MIA","PG,SG,G,Flx","444","FA","23","@CLE<br/>Mon 7:00PM","1.50","1st","94","18.8","2%","+1.6%","2.0","0.2","0.0","0.4","0.0","0.0","0.2","0.8","0.0","0.2","0.0","0.2","0.00","0.00","0.0","0.0","0.8"
"*04jwc*","Alfonzo McKinnie","CHI","SF,F,Flx","445","FA","29","","1.50","1st","94","94","1%","+1.1%","29.0","4.0","2.0","0.0","6.0","0.0","0.0","1.0","0.0","1.0","1.0","2.0","0.00","0.00","0.0","0.0","-31.0"
"*05wkd*","Jeff Dowtin","GS","PG,G,Flx","446","FA","24","@IND<br/>Mon 7:00PM","1.50","1st","87","29","0%","+0.4%","2.7","0.7","0.0","0.0","1.3","0.0","0.7","0.0","0.0","0.0","0.0","0.3","0.00","0.00","0.0","0.0","3.3"
"*04qrz*","Chandler Hutchison","PHO","SF,PF,F,Flx","448","FA","25","@LAC<br/>Mon 10:30PM","1.50","1st","86","21.5","2%","+1.7%","2.5","0.3","0.0","0.0","0.5","0.0","1.3","0.3","0.0","0.0","0.8","0.3","0.00","0.00","0.0","0.0","1.3"
"*059q8*","Keljin Blevins","POR","SG,G,SF,F,Flx","447","FA","26","","1.50","1st","86","28.67","1%","+0.7%","4.3","0.7","0.7","0.0","2.0","0.0","0.3","0.3","0.0","0.0","0.7","0.0","0.00","0.00","0.0","0.0","-4.0"
"*059cc*","Devontae Cacok","SA","PF,F,Flx","449","FA","25","","1.50","1st","76","76","1%","+1.1%","1.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.00","0.00","0.0","0.0","1.0"
"*05qu5*","Udoka Azubuike","UTA","C,Flx","450","FA","22","","1.50","1st","72","18","11%","+0.7%","1.3","0.0","0.0","0.0","0.5","0.3","0.8","0.0","0.0","0.0","0.3","0.0","0.00","0.00","0.0","0.0","-0.5"
"*05uup*","Jay Huff","LAL","C,Flx","451","FA","24","","1.50","1st","72","72","1%","+1.2%","8.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.00","0.00","0.0","0.0","17.0"
"*05uuh*","Duane Washington","IND","SG,G,Flx","452","FA","21","GS<br/>Mon 7:00PM","1.50","1st","64","21.33","3%","+2.6%","1.7","0.7","0.3","0.0","1.7","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.0","0.0","-4.3"
"*05wqk*","RJ Nembhard","CLE","SG,G,Flx","453","FA","22","MIA<br/>Mon 7:00PM","1.50","1st","63","31.5","1%","+0.7%","1.0","0.0","0.0","0.0","1.0","0.0","0.5","0.5","0.0","0.0","0.0","0.0","0.00","0.00","0.0","0.0","0.5"
"*05uue*","Ishmail Wainright","PHO","SF,F,Flx","454","FA","27","@LAC<br/>Mon 10:30PM","1.50","1st","61","8.71","4%","+3.7%","4.3","1.4","0.0","0.3","0.3","0.4","0.3","0.3","0.3","0.0","0.4","1.3","0.00","0.00","0.0","0.0","1.6"
"*05ujm*","Sharife Cooper","ATL","PG,SG,G,Flx","455","FA","20","HOU<br/>Mon 7:30PM","1.50","1st","60","12","21%","+11%","1.8","0.6","0.0","0.0","0.4","0.0","0.0","0.8","0.0","0.0","0.2","0.0","0.00","0.00","0.0","0.0","-1.4"
"*05qtk*","Vit Krejci","OKC","PG,G,Flx","456","FA","21","","1.50","1st","59","19.67","4%","+4.1%","2.7","0.7","0.0","0.0","0.7","0.0","1.0","0.0","0.0","0.0","0.3","0.0","0.00","0.00","0.0","0.0","-0.3"
